,Symbol,Name,Industry,IndustryCode
2965,LPTX,Leap Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2966,AGFS,AgroFresh Solutions Inc,화학,511010
2967,SEED,Origin Agritech Ltd,식품 및 담배,541020
2968,CLBS,Caladrius Biosciences Inc,생명과학 및 메디컬 리서치,562020
2969,GASS,StealthGas Inc,화물 및 물류 서비스,524050
2970,LGVN,Longeveron Inc Class A,생명과학 및 메디컬 리서치,562020
2971,CWBC,Community West Bancshares,은행,551010
2972,CAPR,Capricor Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2973,VBLT,Vascular Biogenics Ltd,생명과학 및 메디컬 리서치,562020
2974,OSS,One Stop Systems Inc,"컴퓨터, 전화 및 가전제품",571060
2975,FVAM,5:01 Acquisition Corp Class A,기타 금융업,556010
2976,PHUN,Phunware Inc,소프트웨어 및 IT서비스,572010
2977,IRIX,IRIDEX Corp,헬스케어 장비 및 용품,561010
2978,SND,Smart Sand Inc,건축 자재,512020
2979,MBRX,Moleculin Biotech Inc,제약,562010
2980,XAIR,Beyond Air Inc,헬스케어 장비 및 용품,561010
2981,VMACU,Vistas Media Acquisition Company Inc,기타 금융업,556010
2982,LQDA,Liquidia Corp,생명과학 및 메디컬 리서치,562020
2983,FEIM,Frequency Electronics Inc,"건설장비 및 대형차, 기차, 배",521020
2984,ISSC,Innovative Solutions and Support Inc,우주항공 및 국방,521010
2985,PNRG,Primeenergy Resources Corp,오일 및 가스,501020
2986,RMTI,Rockwell Medical Inc,생명과학 및 메디컬 리서치,562020
2987,NYMTO,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
2988,WKEY,Wisekey International Holding AG ADR,반도체 및 반도체 장비,571010
2989,HBANN,Huntington Bancshares Inc ADR,은행,551010
2990,BPOPM,Popular Capital Trust II PRF,다양한 금융서비스,555010
2991,RNDB,Randolph Bancorp Inc,은행,551010
2992,LINK,Interlink Electronics Inc,반도체 및 반도체 장비,571010
2993,EVAX,Evaxion Biotech A/S ADR,생명과학 및 메디컬 리서치,562020
2994,ALOT,AstroNova Inc,"컴퓨터, 전화 및 가전제품",571060
2995,LXEH,Lixiang Education Holding Co Ltd ADR,학교,631020
2996,APRE,Aprea Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2997,SSBI,Summit State Bank,은행,551010
2998,KERN,Akerna Corp,소프트웨어 및 IT서비스,572010
2999,LSAQ,Lifesci Acquisition II Corp,기타 금융업,556010
3000,ISUN,iSun Inc,재생에너지,502010
3001,RWLK,Rewalk Robotics Ltd,헬스케어 장비 및 용품,561010
3002,TMPMU,Turmeric Acquisition Corp,기타 금융업,556010
3003,GROW,U.S. Global Investors Inc Class A,투자은행 및 서비스,551020
3004,OPGN,OpGen Inc,생명과학 및 메디컬 리서치,562020
3005,NEON,Neonode Inc,전자 장비 및 부품,571040
3006,APM,Aptorum Group Ltd Class A,제약,562010
3007,MAGS,Magal Security Systems Ltd,전문 및 상업 서비스,522030
3008,VLYPO,Valley National Bancorp PRF,은행,551010
3009,INPX,Inpixon,소프트웨어 및 IT서비스,572010
3010,RMBL,RumbleOn Inc Class B,소프트웨어 및 IT서비스,572010
3011,MCAC,Mountain Crest Acquisition Corp,기타 금융업,556010
3012,ADES,Advanced Emissions Solutions Inc,전문 및 상업 서비스,522030
3013,EBACU,European Biotech Acquisition Corp,기타 금융업,556010
3014,RGLS,Regulus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3015,AMHCU,Amplitude Healthcare Acquisition Corp Unit,기타 금융업,556010
3016,AIKI,Aikido Pharma Inc,생명과학 및 메디컬 리서치,562020
3017,HGBL,Heritage Global Inc,커뮤니케이션 및 네트워킹,571020
3018,DCTH,Delcath Systems Inc,헬스케어 장비 및 용품,561010
3019,CYAD,Celyad Oncology ADR,생명과학 및 메디컬 리서치,562020
3020,PDEX,Pro-Dex Inc,헬스케어 장비 및 용품,561010
3021,AMAOU,American Acquisition Opportunity Inc,기타 금융업,556010
3022,SLNO,Soleno Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3023,ROCRU,Roth CH Acquisition III Co,기타 금융업,556010
3024,LMB,Limbach Holdings Inc,건설 및 엔지니어링,522010
3025,CYCN,Cyclerion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3026,TAOP,Taoping Inc,"컴퓨터, 전화 및 가전제품",571060
3027,RIVE,Riverview Financial Corp,은행,551010
3028,LUMO,Lumos Pharma Inc,생명과학 및 메디컬 리서치,562020
3029,TRIB,Trinity Biotech PLC ADR,헬스케어 장비 및 용품,561010
3030,AEI,Alset Ehome International Inc,건설 및 엔지니어링,522010
3031,TACT,TransAct Technologies Inc,"컴퓨터, 전화 및 가전제품",571060
3032,LGHL,Lion Group Holding Ltd ADR,투자은행 및 서비스,551020
3033,NDRA,ENDRA Life Sciences Inc,생명과학 및 메디컬 리서치,562020
3034,NAII,Natural Alternatives International Inc,제약,562010
3035,ECOR,electroCore  Inc.,헬스케어 장비 및 용품,561010
3036,HMNF,HMN Financial Inc,은행,551010
3037,AMRB,American River Bankshares,은행,551010
3038,HBP,Huttig Building Products Inc,종이 및 임산물,513010
3039,FAT,FAT Brands Inc,호텔 및 엔터테인먼트,533010
3040,EPSN,Epsilon Energy Ltd,오일 및 가스,501020
3041,AMST,Amesite Inc,소프트웨어 및 IT서비스,572010
3042,BHSE,Bull Horn Holdings Corp.,기타 금융업,556010
3043,ATXI,Avenue Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3044,PME,Pingtan Marine Enterprise Ltd,식품 및 담배,541020
3045,CPST,Capstone Turbine Corp,"건설장비 및 대형차, 기차, 배",521020
3046,PDSB,PDS Biotechnology Corp,생명과학 및 메디컬 리서치,562020
3047,SDH,Global Internet of People Inc,전문 및 상업 서비스,522030
3048,DLPN,Dolphin Entertainment Inc,미디어 및 출판,533020
3049,PRPH,Prophase Labs Inc,식품 및 담배,541020
3050,VS,Versus Systems Inc,소프트웨어 및 IT서비스,572010
3051,CLDB,Cortland Bancorp,은행,551010
3052,COCP,Cocrystal Pharma Inc,제약,562010
3053,MMLP,Martin Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
3054,SPKEP,Spark Energy Inc PRF,전기 유틸리티,591010
3055,LMAOU,LMF Acquisition Opportunities Inc,기타 금융업,556010
3056,AKTX,Akari Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
3057,AFBI,Affinity Bancshares Inc,은행,551010
3058,CLPS,CLPS Inc,소프트웨어 및 IT서비스,572010
3059,CPSS,Consumer Portfolio Services Inc,은행,551010
3060,VJET,Voxeljet AG ADR,사무기기,571050
3061,PFX,Phenixfin Corporation,다양한 금융서비스,555010
3062,REFR,Research Frontiers Inc,미디어 및 출판,533020
3063,MSACU,Medicus Sciences Acquisition Corp,기타 금융업,556010
3064,REED,Reed's Inc,음료,541010
3065,DTEA,DAVIDsTEA Inc,식품 및 약품소매,543010
3066,PESI,Perma-Fix Environmental Services Inc,전문 및 상업 서비스,522030
3067,VERB,Verb Technology Company Inc,소프트웨어 및 IT서비스,572010
3068,BHSEU,Bull Horn Holdings Corp.,기타 금융업,556010
3069,AVCO,Avalon Globocare Corp,생명과학 및 메디컬 리서치,562020
3070,AZRX,AzurRx BioPharma Inc,제약,562010
3071,ZGYH,Yunhong International Class A,기타 금융업,556010
3072,ITAC,Industrial Tech Acquisitions Inc Class A,기타 금융업,556010
3073,USWS,US Well Services Inc Class A,오일 및 가스 장비 및 서비스,501030
3074,ADXS,Advaxis Inc,생명과학 및 메디컬 리서치,562020
3075,DFFN,Diffusion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3076,HWCC,Houston Wire & Cable Co,"건설장비 및 대형차, 기차, 배",521020
3077,CCLP,CSI Compressco LP Unit,오일 및 가스 장비 및 서비스,501030
3078,FXNC,First National Corp,은행,551010
3079,LSBK,Lake Shore Bancorp Inc,은행,551010
3080,FTEK,Fuel Tech Inc,전문 및 상업 서비스,522030
3081,SINO,Sino-Global Shipping America Ltd,화물 및 물류 서비스,524050
3082,GOODM,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
3083,REPH,Recro Pharma Inc,제약,562010
3084,PAIC,Petra Acquisition Inc,기타 금융업,556010
3085,LWAY,Lifeway Foods Inc,식품 및 담배,541020
3086,SENEB,Seneca Foods Corp Class B,식품 및 담배,541020
3087,SYNC,Synacor Inc,소프트웨어 및 IT서비스,572010
3088,BXRX,Baudax Bio Inc,생명과학 및 메디컬 리서치,562020
3089,CODA,Coda Octopus Group Inc,전자 장비 및 부품,571040
3090,KINS,Kingstone Companies Inc,보험,553010
3091,MITO,Stealth BioTherapeutics Corp ADR,생명과학 및 메디컬 리서치,562020
3092,UBOH,United Bancshares Inc,은행,551010
3093,BWEN,Broadwind Inc,재생에너지,502010
3094,BBGI,Beasley Broadcast Group Inc Class A,미디어 및 출판,533020
3095,WTER,Alkaline Water Company Inc,음료,541010
3096,ITACU,Industrial Tech Acquisitions Inc,기타 금융업,556010
3097,OXLCP,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
3098,KTCC,Key Tronic Corp,"컴퓨터, 전화 및 가전제품",571060
3099,PTE,PolarityTE Inc,생명과학 및 메디컬 리서치,562020
3100,LIVKU,LIV Capital Acquisition Corp Unit,기타 금융업,556010
3101,MCACU,Mountain Crest Acquisition Corp Unit,기타 금융업,556010
3102,NVOS,Novo Integrated Sciences Inc,헬스케어 업체 및 서비스,561020
3103,UBCP,United Bancorp Inc,은행,551010
3104,ENTX,Entera Bio Ltd,생명과학 및 메디컬 리서치,562020
3105,LTRPB,Liberty Tripadvisor Holdings Inc Series B,소프트웨어 및 IT서비스,572010
3106,FSTX,F-Star Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3107,GFED,Guaranty Federal Bancshares Inc,은행,551010
3108,RELL,Richardson Electronics Ltd,전자 장비 및 부품,571040
3109,INTG,InterGroup Corp,호텔 및 엔터테인먼트,533010
3110,USAP,Universal Stainless & Alloy Products Inc,메탈&마이닝,512010
3111,TSCBP,TriState Capital Holdings Inc ADR,은행,551010
3112,MGYR,Magyar Bancorp Inc,은행,551010
3113,SPRT,Support.com Inc,소프트웨어 및 IT서비스,572010
3114,MACK,Merrimack Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3115,LACQ,Leisure Acquisition Corp,기타 금융업,556010
3116,ELYS,Elys Game Technology Corp,호텔 및 엔터테인먼트,533010
3117,LNSR,LENSAR Inc,헬스케어 장비 및 용품,561010
3118,FFBW,Ffbw Inc,은행,551010
3119,PFMT,Performant Financial Corp,전문 및 상업 서비스,522030
3120,FNHC,Fednat Holding Co,보험,553010
3121,FBSS,Fauquier Bankshares Inc,은행,551010
3122,CTHR,Charles & Colvard Ltd,섬유 및 의류,532020
3123,SYNL,Synalloy Corp,메탈&마이닝,512010
3124,GLMD,Galmed Pharmaceuticals Ltd,생명과학 및 메디컬 리서치,562020
3125,LIVK,LIV Capital Acquisition Corp Class A,기타 금융업,556010
3126,CNET,ZW Data Action Technologies Inc,소프트웨어 및 IT서비스,572010
3127,AWRE,Aware Inc,소프트웨어 및 IT서비스,572010
3128,AAME,Atlantic American Corp,보험,553010
3129,FBIOP,Fortress Biotech Inc PRF,제약,562010
3130,GECC,Great Elm Capital Corp,다양한 금융서비스,555010
3131,CSCW,Color Star Technology Co Ltd,교육서비스,631010
3132,TC,TuanChe Ltd ADR,전문 및 상업 서비스,522030
3133,SEAC,SeaChange International Inc,소프트웨어 및 IT서비스,572010
3134,NHTC,Natural Health Trends Corp,전문품 상점,534030
3135,EMCF,Emclaire Financial Corp,은행,551010
3136,CBLI,Cleveland Biolabs Inc,생명과학 및 메디컬 리서치,562020
3137,OMEX,Odyssey Marine Exploration Inc,전문 및 상업 서비스,522030
3138,CXDC,China XD Plastics Company Ltd,자동차 및 자동차 부품,531010
3139,ALNA,Allena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3140,SALM,Salem Media Group Inc Class A,미디어 및 출판,533020
3141,CLRB,Cellectar Biosciences Inc,제약,562010
3142,CWBR,CohBar Inc,생명과학 및 메디컬 리서치,562020
3143,TOPS,Top Ships Inc,화물 및 물류 서비스,524050
3144,CRWS,Crown Crafts Inc,레저 상품,532050
3145,NVVE,Newborn Acquisition Corp,기타 금융업,556010
3146,KBNT,Kubient Inc,미디어 및 출판,533020
3147,GAINL,Gladstone Investment Corp PRF,다양한 금융서비스,555010
3148,DGICB,Donegal Group Inc Class B,보험,553010
3149,TURN,180 Degree Capital Corp,투자은행 및 서비스,551020
3150,RAIL,FreightCar America Inc,"건설장비 및 대형차, 기차, 배",521020
3151,PAICU,Petra Acquisition Inc,기타 금융업,556010
3152,ICMB,Investcorp Credit Management BDC Inc,다양한 금융서비스,555010
3153,ETTX,Entasis Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
3154,BBI,Brickell Biotech Inc,생명과학 및 메디컬 리서치,562020
3155,LPTH,LightPath Technologies Inc Class A,사무기기,571050
3156,ZGYHU,Yunhong International,기타 금융업,556010
3157,NYMTP,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
3158,PULM,Pulmatrix Inc,생명과학 및 메디컬 리서치,562020
3159,EKSO,Ekso Bionics Holdings Inc,헬스케어 장비 및 용품,561010
3160,KELYB,Kelly Services Inc Class B,전문 및 상업 서비스,522030
3161,MOHO,Ecmoho Ltd ADR,전문품 상점,534030
3162,QUIK,QuickLogic Corp,반도체 및 반도체 장비,571010
3163,AUVI,Applied UV Inc,"건설장비 및 대형차, 기차, 배",521020
3164,CNEY,CN Energy Group Inc,화학,511010
3165,SRAX,SRAX Inc Class A,미디어 및 출판,533020
3166,ESEA,Euroseas Ltd,화물 및 물류 서비스,524050
3167,HALL,Hallmark Financial Services Inc,보험,553010
3168,NRBO,Neurobo Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3169,GRNV,Greenvision Acquisition Corp,기타 금융업,556010
3170,TBLT,Toughbuilt Industries Inc,가정용품,532040
3171,STRM,Streamline Health Solutions Inc,헬스케어 업체 및 서비스,561020
3172,QRHC,Quest Resource Holding Corp,전문 및 상업 서비스,522030
3173,NEPH,Nephros Inc,전문 및 상업 서비스,522030
3174,MNPR,Monopar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3175,DTSS,Datasea Inc,소프트웨어 및 IT서비스,572010
3176,ARKR,Ark Restaurants Corp,호텔 및 엔터테인먼트,533010
3177,PPBT,Purple Biotech Ltd ADR,제약,562010
3178,ADXN,Addex Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
3179,EDSA,Edesa Biotech Inc,생명과학 및 메디컬 리서치,562020
3180,FOXW,FoxWayne Enterprises Acquisition Corp Class A,기타 금융업,556010
3181,ASRV,Ameriserv Financial Inc,은행,551010
3182,AIRT,Air T Inc,화물 및 물류 서비스,524050
3183,QLGN,Qualigen Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3184,GRNVU,Greenvision Acquisition Corp Unit,기타 금융업,556010
3185,TOMZ,TOMI Environmental Solutions Inc,전문 및 상업 서비스,522030
3186,OCCI,OFS Credit Company Inc,다양한 금융서비스,555010
3187,USAU,US Gold Corp,메탈&마이닝,512010
3188,CEMI,Chembio Diagnostics Inc,제약,562010
3189,BIOC,Biocept Inc,헬스케어 장비 및 용품,561010
3190,HUDI,Huadi International Group Co.  Ltd.,메탈&마이닝,512010
3191,ACHV,Achieve Life Sciences Inc,생명과학 및 메디컬 리서치,562020
3192,OXLCM,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
3193,DARE,Dare Bioscience Inc,생명과학 및 메디컬 리서치,562020
3194,KRBP,Kiromic Biopharma Inc,생명과학 및 메디컬 리서치,562020
3195,JRSH,Jerash Holdings (US) Inc,섬유 및 의류,532020
3196,DGLY,Digital Ally Inc,커뮤니케이션 및 네트워킹,571020
3197,BCOW,1895 Bancorp of Wisconsin Inc,은행,551010
3198,PBHC,Pathfinder Bancorp Inc (MARYLAND),은행,551010
3199,VCNX,Vaccinex Inc,생명과학 및 메디컬 리서치,562020
3200,UG,United-Guardian Inc,제약,562010
3201,AIHS,Senmiao Technology Ltd,전문품 상점,534030
3202,IROQ,IF Bancorp Inc,은행,551010
3203,ICCC,ImmuCell Corp,생명과학 및 메디컬 리서치,562020
3204,ATIF,ATIF Holdings Ltd,전문 및 상업 서비스,522030
3205,ZIONP,Zions Bancorporation NA ADR,은행,551010
3206,SYPR,Sypris Solutions Inc,자동차 및 자동차 부품,531010
3207,UONEK,Urban One Inc Class D,미디어 및 출판,533020
3208,CPHC,Canterbury Park Holding Corp,호텔 및 엔터테인먼트,533010
3209,UGRO,Urban-Gro Inc,식품 및 담배,541020
3210,HDSN,Hudson Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
3211,DCOMP,Dime Community Bancshares Inc PRF,은행,551010
3212,MCAD,Mountain Crest Acquisition II Corp,기타 금융업,556010
3213,BBIG,Vinco Ventures Inc,레저 상품,532050
3214,EZGO,EZGO Technologies Ltd,자동차 및 자동차 부품,531010
3215,LMRKO,Landmark Infrastructure Partners LP PRF,부동산 운영 관리,601010
3216,CHNR,China Natural Resources Inc,석유,501010
3217,WHLRD,Wheeler Real Estate Investment Trust Inc PRF,주택 및 상업용 리츠,601020
3218,BHAT,Blue Hat Interactive Entertainment Technology,레저 상품,532050
3219,IPWR,Ideal Power Inc,재생에너지,502010
3220,ARDS,Aridis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3221,BMRA,Biomerica Inc,헬스케어 장비 및 용품,561010
3222,OCUP,Ocuphire Pharma Inc,제약,562010
3223,BBQ,BBQ Holdings Inc,호텔 및 엔터테인먼트,533010
3224,MKGI,Monaker Group Inc,소프트웨어 및 IT서비스,572010
3225,TESS,TESSCO Technologies Inc,커뮤니케이션 및 네트워킹,571020
3226,SRTS,Sensus Healthcare Inc,헬스케어 장비 및 용품,561010
3227,HNNA,Hennessy Advisors Inc,투자은행 및 서비스,551020
3228,SLRX,Salarius Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3229,ANPC,AnPac Bio-Medical Science Co Ltd ADR,생명과학 및 메디컬 리서치,562020
3230,BLUW,Blue Water Acquisition Corp Class A,기타 금융업,556010
3231,ARPO,Aerpio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3232,GOODN,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
3233,GEG,Great Elm Group Inc,헬스케어 장비 및 용품,561010
3234,GBS,Gbs Inc,생명과학 및 메디컬 리서치,562020
3235,VTNR,Vertex Energy Inc,오일 및 가스,501020
3236,CYRN,Cyren Ltd,소프트웨어 및 IT서비스,572010
3237,CLRO,Clearone Inc,커뮤니케이션 및 네트워킹,571020
3238,ONVO,Organovo Holdings Inc,생명과학 및 메디컬 리서치,562020
3239,CATB,Catabasis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3240,IGNY,Ignyte Acquisition Corp,기타 금융업,556010
3241,BOTJ,Bank of the James,은행,551010
3242,BCAC,Brookline Capital Acquisition Corp.,기타 금융업,556010
3243,OCFCP,OceanFirst Financial Corp ADR,은행,551010
3244,BRQS,Borqs Technologies Inc,소프트웨어 및 IT서비스,572010
3245,NXTD,NXT-ID Inc,전문 및 상업 서비스,522030
3246,TECTP,Tectonic Financial Inc PRF,은행,551010
3247,BRLI,Brilliant Acquisition Corp,기타 금융업,556010
3248,GHSI,Guardion Health Sciences Inc,제약,562010
3249,BLUWU,Blue Water Acquisition Corp,기타 금융업,556010
3250,WINT,Windtree Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3251,MCADU,Mountain Crest Acquisition II Corp,기타 금융업,556010
3252,FSEA,First Seacoast Bancorp,은행,551010
3253,SMID,Smith-Midland Corp,건축 자재,512020
3254,ALJJ,ALJ Regional Holdings Inc,전문 및 상업 서비스,522030
3255,PTVCA,Protective Insurance Corp Class A,보험,553010
3256,CRKN,Crown Electrokinetics Corp.,건축 자재,512020
3257,RFIL,RF Industries Ltd,"건설장비 및 대형차, 기차, 배",521020
3258,GENE,Genetic Technologies Ltd ADR,헬스케어 업체 및 서비스,561020
3259,FOXWU,FoxWayne Enterprises Acquisition Corp,기타 금융업,556010
3260,DWSN,Dawson Geophysical Co,오일 및 가스 장비 및 서비스,501030
3261,AGBAU,AGBA Acquisition Ltd Unit,기타 금융업,556010
3262,VMAR,Vision Marine Technologies Inc,레저 상품,532050
3263,MTC,MMTEC Inc,소프트웨어 및 IT서비스,572010
3264,NBRV,Nabriva Therapeutics PLC,생명과학 및 메디컬 리서치,562020
3265,EVOK,Evoke Pharma Inc,제약,562010
3266,GNLN,Greenlane Holdings Inc Class A,식품 및 약품소매,543010
3267,MEDS,Trxade Group Inc,소프트웨어 및 IT서비스,572010
3268,IGNYU,Ignyte Acquisition Corp,기타 금융업,556010
3269,PHCF,Puhui Wealth Investment Management Co Ltd,투자은행 및 서비스,551020
3270,RSSS,Research Solutions Inc,전문 및 상업 서비스,522030
3271,NUZE,NuZee Inc,식품 및 담배,541020
3272,KSPN,Kaspien Holdings Inc,전문품 상점,534030
3273,NCSM,NCS Multistage Holdings Inc,오일 및 가스 장비 및 서비스,501030
3274,BCDA,BioCardia Inc,생명과학 및 메디컬 리서치,562020
3275,YGMZ,MingZhu Logistics Holdings Ltd,화물 및 물류 서비스,524050
3276,FUSB,First US Bancshares Inc,은행,551010
3277,VBFC,Village Bank and Trust Financial Corp,은행,551010
3278,IDRA,Idera Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3279,RZLT,Rezolute Inc,생명과학 및 메디컬 리서치,562020
3280,RVPH,Reviva Pharmaceuticals Holdings  Inc.,생명과학 및 메디컬 리서치,562020
3281,TRVI,Trevi Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3282,DSWL,Deswell Industries Inc,"건설장비 및 대형차, 기차, 배",521020
3283,AGBA,AGBA Acquisition Ltd,기타 금융업,556010
3284,IKT,Inhibikase Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3285,CNSP,CNS Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3286,JCS,Communications Systems Inc,커뮤니케이션 및 네트워킹,571020
3287,MBOT,Microbot Medical Inc,생명과학 및 메디컬 리서치,562020
3288,LOAN,Manhattan Bridge Capital Inc,주택 및 상업용 리츠,601020
3289,CCNEP,CNB Financial Corp ADR,은행,551010
3290,HUGE,FSD Pharma Inc Class B,제약,562010
3291,KFFB,Kentucky First Federal Bancorp,은행,551010
3292,ALIM,Alimera Sciences Inc,제약,562010
3293,KTRA,Kintara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3294,YTEN,Yield10 Bioscience Inc,생명과학 및 메디컬 리서치,562020
3295,OBAS,Optibase Ltd,부동산 운영 관리,601010
3296,MFH,Mercurity Fintech Holding Inc ADR,핀테크,573010
3297,HNRG,Hallador Energy Co,석유,501010
3298,MNDO,Mind CTI Ltd,소프트웨어 및 IT서비스,572010
3299,SSKN,STRATA Skin Sciences Inc,헬스케어 장비 및 용품,561010
3300,AEHR,Aehr Test Systems,반도체 및 반도체 장비,571010
3301,MRM,Medirom Healthcare Technologies Inc ADR,"개인, 가정 용품 및 서비스",542010
3302,GIFI,Gulf Island Fabrication Inc,오일 및 가스 장비 및 서비스,501030
3303,CYCC,Cyclacel Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3304,MBINP,Merchants Bancorp PRF,은행,551010
3305,FPAY,FlexShopper Inc,소프트웨어 및 IT서비스,572010
3306,MOTS,Motus GI Holdings Inc,헬스케어 장비 및 용품,561010
3307,BCACU,Brookline Capital Acquisition Corp.,기타 금융업,556010
3308,LANDM,Gladstone Land Corp PRF,주택 및 상업용 리츠,601020
3309,POAI,Predictive Oncology Inc,헬스케어 장비 및 용품,561010
3310,BPOPN,Popular Capital Trust I PRF,다양한 금융서비스,555010
3311,RILYP,B. Riley Financial Inc ADR,투자은행 및 서비스,551020
3312,MAYS,J.W. Mays Inc,부동산 운영 관리,601010
3313,ENVB,Enveric Biosciences Inc,생명과학 및 메디컬 리서치,562020
3314,SONM,Sonim Technologies Inc,커뮤니케이션 및 네트워킹,571020
3315,PFIE,Profire Energy Inc,오일 및 가스 장비 및 서비스,501030
3316,SCKT,Socket Mobile Inc,전자 장비 및 부품,571040
3317,HFBL,Home Federal Bancorp Inc of Louisiana,은행,551010
3318,SOHO,Sotherly Hotels Inc,주택 및 상업용 리츠,601020
3319,GRCY,Greencity Acquisition Corp,기타 금융업,556010
3320,APDN,Applied DNA Sciences Inc,화학,511010
3321,LMRKN,Landmark Infrastructure Partners LP Convertible Preference Shares Series C,부동산 운영 관리,601010
3322,HAPP,Happiness Biotech Group Ltd,식품 및 담배,541020
3323,DOGZ,Dogness International Corp Class A,섬유 및 의류,532020
3324,RKDA,Arcadia Biosciences Inc,화학,511010
3325,BRLIU,Brilliant Acquisition Corp Unit,기타 금융업,556010
3326,PPIH,Perma-Pipe International Holdings Inc,오일 및 가스 장비 및 서비스,501030
3327,NETE,Net Element Inc,소프트웨어 및 IT서비스,572010
3328,BVXV,BiondVax Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
3329,WMPN,William Penn Bancorp Inc,은행,551010
3330,GLBS,Globus Maritime Ltd,화물 및 물류 서비스,524050
3331,UTSI,UTStarcom Holdings Corp,커뮤니케이션 및 네트워킹,571020
3332,HCAP,Harvest Capital Credit Corp,다양한 금융서비스,555010
3333,AKER,Akers Biosciences Inc,헬스케어 장비 및 용품,561010
3334,GTIM,Good Times Restaurants Inc,호텔 및 엔터테인먼트,533010
3335,PIXY,ShiftPixy Inc,전문 및 상업 서비스,522030
3336,JMPNL,JMP Group LLC PRF,투자은행 및 서비스,551020
3337,GBRGU,Goldenbridge Acquisition Ltd,기타 금융업,556010
3338,APWC,Asia Pacific Wire & Cable Corporation Ltd,"건설장비 및 대형차, 기차, 배",521020
3339,HJLI,Hancock Jaffe Laboratories Inc,헬스케어 장비 및 용품,561010
3340,ALAC,Alberton Acquisition Corp,기타 금융업,556010
3341,TANH,Tantech Holdings Ltd,화학,511010
3342,ABIO,ARCA Biopharma Inc,제약,562010
3343,IFMK,iFresh Inc,식품 및 약품소매,543010
3344,CGIX,Cancer Genetics Inc,헬스케어 업체 및 서비스,561020
3345,VIRC,Virco Mfg. Corp,전문 및 상업 서비스,522030
3346,TBKCP,Triumph Bancorp Inc ADR,은행,551010
3347,MDJH,MDJM Ltd,부동산 운영 관리,601010
3348,CBMB,CBM Bancorp Inc,은행,551010
3349,ZCMD,Zhongchao Inc Class A,비즈니스교육,631030
3350,ICCH,ICC Holdings Inc,보험,553010
3351,MDGS,Medigus Ltd ADR,헬스케어 장비 및 용품,561010
3352,MOXC,Moxian Inc,헬스케어 업체 및 서비스,561020
3353,BPTH,Bio Path Holdings Inc,생명과학 및 메디컬 리서치,562020
3354,DXYN,Dixie Group Inc Class A,가정용품,532040
3355,MSVB,Mid-Southern Bancorp Inc,은행,551010
3356,BLPH,Bellerophon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3357,ESBK,Elmira Savings Bank,은행,551010
3358,PT,Pintec Technology Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
3359,LIFE,aTyr Pharma Inc,생명과학 및 메디컬 리서치,562020
3360,ATHE,Alterity Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
3361,TRMT,Tremont Mortgage Trust,주택 및 상업용 리츠,601020
3362,CUEN,Cuentas Inc,소프트웨어 및 IT서비스,572010
3363,OTRKP,Ontrak Inc PRF,헬스케어 업체 및 서비스,561020
3364,BYFC,Broadway Financial Corp,은행,551010
3365,NLSP,NLS Pharmaceutics AG,생명과학 및 메디컬 리서치,562020
